hire_id,application_id,center_id,start_month,starting_wage,coaching_hours_first_90d,claims_closed_6mo,claims_reopened_6mo,reopen_rate_6mo_pct,retained_6mo,separation_month,separation_reason
5990,68612,C04,2025-04,32.83,10.0,459,29,6.318,0,2025-08,voluntary
5991,68625,C04,2025-05,34.15,9.6,707,27,3.819,1,,
5992,68632,C04,2025-06,33.86,15.7,723,14,1.936,1,,
5993,68650,C04,2025-06,36.57,,214,19,8.879,0,2025-08,voluntary
5994,68657,C04,2025-06,36.43,9.2,645,45,6.977,1,,
5995,68658,C04,2025-05,32.96,6.3,693,71,10.245,1,,
5996,68691,C04,2025-06,34.66,10.0,742,89,11.995,0,2025-12,voluntary
5997,68702,C04,2025-06,31.3,10.7,734,57,7.766,1,,
5998,68703,C04,2025-06,31.08,14.0,713,64,8.976,1,,
5999,68704,C04,2025-06,34.76,15.9,695,52,7.482,1,,
6000,68705,C04,2025-05,36.13,6.8,727,110,15.131,1,,
6001,68711,C04,2025-07,33.25,15.1,,,,,,
6002,68732,C04,2025-05,34.74,11.9,724,49,6.768,1,,
6003,68774,C04,2025-07,31.89,6.2,,,,,,
6004,68787,C04,2025-07,35.56,17.6,,,,,,
6005,68794,C04,2025-07,34.75,15.5,,,,,,
6006,68801,C04,2025-07,35.84,5.8,,,,,,
6007,68817,C04,2025-06,35.76,8.5,721,68,9.431,1,,
6008,68832,C04,2025-07,33.34,15.3,,,,,,
6009,68838,C04,2025-07,35.44,10.5,,,,,,
6010,68854,C04,2025-07,34.15,5.9,,,,,,
6011,68862,C04,2025-06,33.28,12.3,740,60,8.108,1,,
6012,68895,C04,2025-07,32.96,8.3,,,,,,
6013,68896,C04,2025-09,35.91,11.9,,,,,,
6014,68902,C04,2025-09,36.66,14.7,,,,,,
6015,68910,C04,2025-09,35.71,,,,,,,
6016,68917,C04,2025-09,35.12,,,,,,,
6017,68932,C04,2025-08,36.91,17.5,,,,,,
6018,68934,C04,2025-08,34.59,15.1,,,,,,
6019,68942,C04,2025-08,34.92,10.7,,,,,,
6020,68944,C04,2025-08,34.44,10.5,,,,,,
6021,68996,C04,2025-09,35.49,12.6,,,,,,
6022,69009,C04,2025-08,34.91,11.8,,,,,,
6023,69018,C04,2025-09,33.85,10.2,,,,,,
6024,69023,C04,2025-08,32.98,17.9,,,,,,
6025,69038,C04,2025-09,34.8,13.2,,,,,,
6026,69051,C04,2025-08,37.42,11.5,,,,,,
6027,69071,C04,2025-09,37.52,8.0,,,,,,
6028,69074,C04,2025-09,35.92,13.0,,,,,,
6029,69082,C04,2025-08,35.15,11.9,,,,,,
6030,69087,C04,2025-09,35.2,,,,,,,
6031,69090,C04,2025-09,36.13,15.0,,,,,,
6032,69099,C04,2025-08,33.16,12.6,,,,,,
6033,69107,C04,2025-09,35.28,10.2,,,,,,
6034,69108,C04,2025-09,35.95,4.6,,,,,,
6035,69121,C04,2025-09,34.83,14.3,,,,,,
6036,69163,C04,2025-10,38.48,13.0,,,,,,
6037,69175,C04,2025-09,37.03,9.0,,,,,,
6038,69176,C04,2025-10,36.45,12.0,,,,,,
6039,69192,C04,2025-10,35.89,12.6,,,,,,
6040,69202,C04,2025-09,33.74,12.6,,,,,,
6041,69212,C04,2025-11,35.73,12.9,,,,,,
6042,69249,C04,2025-10,35.76,16.3,,,,,,
6043,69260,C04,2025-11,33.9,17.8,,,,,,
6044,69267,C04,2025-11,35.94,10.5,,,,,,
6045,69276,C04,2025-12,36.57,12.7,,,,,,
6046,69303,C04,2025-12,33.8,13.9,,,,,,
6047,69310,C04,2025-11,35.69,15.8,,,,,,
6048,69321,C04,2025-11,36.45,6.7,,,,,,
6049,69354,C04,2025-12,31.02,10.2,,,,,,
6050,69362,C04,2025-12,34.55,10.4,,,,,,
6051,69365,C04,2025-12,33.74,13.6,,,,,,
6052,69377,C04,2025-12,34.98,12.4,,,,,,
6053,69390,C04,2025-12,34.73,13.1,,,,,,
6054,69398,C04,2025-12,37.36,10.8,,,,,,
6055,69421,C04,2025-11,34.66,11.4,,,,,,
6056,69458,C04,2025-12,34.04,12.0,,,,,,
6057,69552,C05,2021-01,29.8,13.4,610,90,14.754,1,,
6058,69561,C05,2021-02,30.46,10.0,614,50,8.143,1,,
6059,69567,C05,2021-02,29.2,17.2,593,33,5.565,1,,
6060,69575,C05,2021-02,31.74,11.8,597,46,7.705,1,,
6061,69594,C05,2021-01,29.52,8.7,649,83,12.789,1,,
6062,69603,C05,2021-02,30.6,,111,8,7.207,0,2021-03,performance
6063,69604,C05,2021-02,28.17,8.2,618,66,10.68,1,,
6064,69619,C05,2021-02,31.56,7.8,626,63,10.064,1,,
6065,69629,C05,2021-01,30.32,10.7,668,72,10.778,1,,
6066,69632,C05,2021-02,30.56,13.4,602,40,6.645,1,,
6067,69646,C05,2021-01,29.61,18.8,628,58,9.236,1,,
6068,69652,C05,2021-01,28.83,13.6,637,43,6.75,1,,
6069,69661,C05,2021-02,29.14,15.6,657,54,8.219,1,,
6070,69679,C05,2021-02,31.13,10.6,614,42,6.84,1,,
6071,69688,C05,2021-02,29.18,9.5,574,61,10.627,1,,
6072,69691,C05,2021-01,29.86,7.4,591,73,12.352,1,,
6073,69695,C05,2021-02,30.07,,621,48,7.729,1,,
6074,69698,C05,2021-02,28.4,9.1,612,58,9.477,1,,
6075,69712,C05,2021-03,30.27,9.0,635,72,11.339,1,,
6076,69714,C05,2021-03,30.37,,109,8,7.339,0,2021-04,voluntary
6077,69719,C05,2021-03,28.5,9.4,627,85,13.557,1,,
6078,69720,C05,2021-02,31.75,10.3,591,64,10.829,1,,
6079,69731,C05,2021-03,29.56,13.9,619,51,8.239,1,,
6080,69735,C05,2021-02,34.32,6.3,600,47,7.833,1,,
6081,69736,C05,2021-04,31.16,15.2,637,53,8.32,1,,
6082,69773,C05,2021-03,30.79,11.3,592,42,7.095,1,,
6083,69776,C05,2021-03,29.6,10.5,608,35,5.757,1,,
6084,69796,C05,2021-03,31.67,14.9,617,26,4.214,1,,
6085,69813,C05,2021-04,28.03,10.4,611,65,10.638,1,,
6086,69816,C05,2021-02,27.98,5.0,629,29,4.61,1,,
6087,69838,C05,2021-02,30.47,13.0,649,28,4.314,1,,
6088,69840,C05,2021-03,29.68,12.4,623,68,10.915,1,,
6089,69854,C05,2021-03,27.86,9.0,625,79,12.64,1,,
6090,69856,C05,2021-02,31.15,11.7,622,65,10.45,1,,
6091,69858,C05,2021-04,32.48,10.3,634,3,0.473,1,,
6092,69887,C05,2021-04,31.37,11.9,610,19,3.115,1,,
6093,69894,C05,2021-03,29.69,11.6,574,10,1.742,1,,
6094,69902,C05,2021-04,31.07,14.7,630,32,5.079,1,,
6095,69907,C05,2021-04,32.11,,199,20,10.05,0,2021-06,attendance
6096,69908,C05,2021-03,29.73,13.6,582,54,9.278,1,,
6097,69910,C05,2021-04,30.08,14.1,630,19,3.016,1,,
6098,69924,C05,2021-04,31.45,12.5,625,92,14.72,1,,
6099,69947,C05,2021-04,29.16,14.8,616,42,6.818,1,,
6100,69985,C05,2021-03,32.61,13.4,632,40,6.329,1,,
6101,69998,C05,2021-04,31.08,14.1,597,42,7.035,1,,
6102,70029,C05,2021-04,27.2,,201,17,8.458,0,2021-06,attendance
6103,70055,C05,2021-04,30.33,10.4,581,42,7.229,1,,
6104,70065,C05,2021-05,29.4,16.4,659,61,9.256,1,,
6105,70088,C05,2021-04,31.84,14.5,561,3,0.535,1,,
6106,70091,C05,2021-04,33.99,10.3,621,64,10.306,1,,
6107,70096,C05,2021-04,30.59,6.6,496,32,6.452,0,2021-09,performance
6108,70100,C05,2021-04,32.65,10.1,625,34,5.44,1,,
6109,70111,C05,2021-03,27.05,8.8,556,57,10.252,1,,
6110,70116,C05,2021-04,29.79,13.1,638,41,6.426,1,,
6111,70124,C05,2021-04,25.79,11.8,657,26,3.957,1,,
6112,70127,C05,2021-04,29.63,15.2,603,45,7.463,1,,
6113,70138,C05,2021-05,30.22,14.0,630,82,13.016,1,,
6114,70139,C05,2021-04,28.6,15.5,570,63,11.053,1,,
6115,70147,C05,2021-05,32.25,10.5,591,49,8.291,1,,
6116,70158,C05,2021-05,31.04,12.2,582,48,8.247,1,,
6117,70160,C05,2021-05,28.84,14.6,627,44,7.018,1,,
6118,70172,C05,2021-05,28.62,19.2,595,49,8.235,1,,
6119,70184,C05,2021-04,30.19,14.0,626,17,2.716,1,,
6120,70217,C05,2021-05,32.13,4.3,590,26,4.407,1,,
6121,70226,C05,2021-05,30.02,9.4,591,31,5.245,1,,
6122,70254,C05,2021-05,30.2,16.2,598,47,7.86,1,,
6123,70268,C05,2021-04,28.43,13.6,589,41,6.961,1,,
6124,70278,C05,2021-05,28.73,11.6,610,34,5.574,1,,
6125,70281,C05,2021-04,31.32,7.2,619,33,5.331,1,,
6126,70284,C05,2021-05,31.54,9.5,571,30,5.254,1,,
6127,70295,C05,2021-05,29.29,10.3,619,34,5.493,1,,
6128,70307,C05,2021-05,32.4,11.6,619,41,6.624,1,,
6129,70335,C05,2021-04,31.52,10.8,610,42,6.885,1,,
6130,70357,C05,2021-06,31.15,12.6,617,29,4.7,1,,
6131,70359,C05,2021-04,31.8,18.4,626,50,7.987,1,,
6132,70364,C05,2021-04,29.57,12.1,601,19,3.161,1,,
6133,70373,C05,2021-05,30.3,13.4,632,40,6.329,1,,
6134,70377,C05,2021-06,29.33,14.5,610,53,8.689,1,,
6135,70387,C05,2021-05,31.4,17.0,617,57,9.238,1,,
6136,70392,C05,2021-06,31.77,13.4,624,32,5.128,1,,
6137,70428,C05,2021-06,28.42,10.6,576,74,12.847,1,,
6138,70429,C05,2021-05,30.38,11.6,363,55,15.152,0,2021-09,attendance
6139,70433,C05,2021-06,30.96,13.0,631,35,5.547,1,,
6140,70445,C05,2021-05,30.52,,85,9,10.588,0,2021-06,voluntary
6141,70473,C05,2021-06,29.74,11.5,290,21,7.241,0,2021-09,performance
6142,70490,C05,2021-05,28.77,11.8,320,36,11.25,0,2021-08,performance
6143,70494,C05,2021-06,27.69,13.7,600,94,15.667,1,,
6144,70502,C05,2021-05,34.81,8.8,584,25,4.281,1,,
6145,70520,C05,2021-06,31.62,11.6,624,67,10.737,1,,
6146,70530,C05,2021-06,30.94,7.8,618,76,12.298,1,,
6147,70555,C05,2021-06,29.23,14.7,629,37,5.882,1,,
6148,70561,C05,2021-06,30.89,8.0,592,9,1.52,1,,
6149,70571,C05,2021-05,29.72,14.1,594,35,5.892,1,,
6150,70576,C05,2021-05,31.31,14.8,616,45,7.305,1,,
6151,70588,C05,2021-06,33.42,6.2,608,47,7.73,1,,
6152,70596,C05,2021-06,31.32,11.5,661,68,10.287,1,,
6153,70599,C05,2021-05,31.22,,204,23,11.275,0,2021-07,attendance
6154,70604,C05,2021-05,30.96,7.5,633,78,12.322,1,,
6155,70605,C05,2021-05,28.96,15.9,591,63,10.66,1,,
6156,70609,C05,2021-06,29.08,17.4,620,66,10.645,1,,
6157,70617,C05,2021-06,31.88,,236,32,13.559,0,2021-08,voluntary
6158,70628,C05,2021-05,30.02,15.5,594,77,12.963,1,,
6159,70639,C05,2021-06,31.24,13.9,646,59,9.133,1,,
6160,70663,C05,2021-06,29.22,11.0,608,40,6.579,1,,
6161,70668,C05,2021-07,31.81,14.0,600,66,11.0,1,,
6162,70694,C05,2021-07,30.12,12.5,585,36,6.154,1,,
6163,70714,C05,2021-06,28.99,14.0,609,72,11.823,1,,
6164,70725,C05,2021-06,31.04,9.1,418,34,8.134,0,2021-10,attendance
6165,70729,C05,2021-06,33.06,11.4,623,48,7.705,1,,
6166,70732,C05,2021-07,29.9,10.5,602,60,9.967,1,,
6167,70742,C05,2021-07,29.13,12.5,615,73,11.87,1,,
6168,70747,C05,2021-07,29.91,9.7,625,74,11.84,1,,
6169,70770,C05,2021-06,29.37,9.5,571,24,4.203,1,,
6170,70794,C05,2021-07,32.12,14.6,626,36,5.751,1,,
6171,70802,C05,2021-07,31.06,16.9,597,55,9.213,1,,
6172,70807,C05,2021-07,30.46,8.5,595,49,8.235,1,,
6173,70834,C05,2021-07,33.98,9.1,615,64,10.407,1,,
6174,70835,C05,2021-06,29.5,14.8,606,45,7.426,1,,
6175,70836,C05,2021-07,28.91,15.8,569,46,8.084,1,,
6176,70856,C05,2021-06,30.44,13.5,623,34,5.457,1,,
6177,70859,C05,2021-07,29.23,13.5,645,6,0.93,1,,
6178,70871,C05,2021-07,30.51,9.9,584,28,4.795,1,,
6179,70877,C05,2021-07,28.04,11.6,635,81,12.756,1,,
6180,70906,C05,2021-07,28.27,11.0,597,35,5.863,1,,
6181,70918,C05,2021-07,32.2,11.7,593,40,6.745,1,,
6182,70952,C05,2021-06,29.76,11.5,593,44,7.42,1,,
6183,70954,C05,2021-07,33.12,13.1,641,37,5.772,1,,
6184,70965,C05,2021-07,29.35,15.7,647,44,6.801,1,,
6185,70981,C05,2021-07,27.0,14.7,601,41,6.822,1,,
6186,71021,C05,2021-07,29.42,15.0,602,49,8.14,1,,
6187,71027,C05,2021-07,31.72,16.0,584,43,7.363,1,,
6188,71028,C05,2021-07,29.18,11.6,615,52,8.455,1,,
6189,71029,C05,2021-06,31.93,14.8,627,52,8.293,1,,
6190,71042,C05,2021-06,31.1,9.3,576,18,3.125,1,,
6191,71051,C05,2021-07,29.33,12.9,622,42,6.752,1,,
6192,71064,C05,2021-07,29.41,4.3,610,71,11.639,1,,
6193,71072,C05,2021-09,33.23,13.6,665,59,8.872,1,,
6194,71074,C05,2021-08,32.65,12.6,611,47,7.692,1,,
6195,71084,C05,2021-07,26.47,,101,10,9.901,0,2021-08,performance
6196,71085,C05,2021-07,27.71,8.3,580,8,1.379,1,,
6197,71088,C05,2021-08,28.71,11.3,607,31,5.107,1,,
6198,71110,C05,2021-08,31.89,8.0,611,33,5.401,1,,
6199,71120,C05,2021-08,31.43,9.9,611,45,7.365,1,,
6200,71124,C05,2021-07,32.48,11.7,633,28,4.423,1,,
6201,71134,C05,2021-08,29.29,13.1,622,54,8.682,1,,
6202,71139,C05,2021-08,31.77,9.4,658,89,13.526,1,,
6203,71158,C05,2021-07,28.91,13.5,613,24,3.915,1,,
6204,71166,C05,2021-07,28.76,16.4,545,57,10.459,1,,
6205,71180,C05,2021-08,31.08,12.3,598,22,3.679,1,,
6206,71211,C05,2021-08,30.97,,88,8,9.091,0,2021-09,attendance
6207,71223,C05,2021-08,27.91,,608,25,4.112,1,,
6208,71226,C05,2021-08,33.31,,635,59,9.291,1,,
6209,71259,C05,2021-09,31.12,4.7,593,37,6.239,1,,
6210,71264,C05,2021-08,30.84,12.6,590,37,6.271,1,,
6211,71275,C05,2021-09,31.54,14.5,602,32,5.316,1,,
6212,71293,C05,2021-09,34.31,16.6,601,60,9.983,1,,
6213,71296,C05,2021-09,28.36,13.5,565,36,6.372,1,,
6214,71304,C05,2021-09,30.56,15.3,575,10,1.739,1,,
6215,71307,C05,2021-08,29.96,11.2,655,82,12.519,1,,
6216,71346,C05,2021-09,27.84,9.6,562,36,6.406,1,,
6217,71347,C05,2021-09,31.55,12.5,596,35,5.872,1,,
6218,71353,C05,2021-08,30.58,10.2,645,37,5.736,1,,
6219,71358,C05,2021-09,32.17,13.2,613,41,6.688,1,,
6220,71371,C05,2021-08,30.46,11.8,637,52,8.163,1,,
6221,71386,C05,2021-08,30.48,11.1,626,53,8.466,1,,
6222,71387,C05,2021-09,31.0,10.8,610,69,11.311,1,,
6223,71389,C05,2021-10,31.84,8.3,639,26,4.069,1,,
6224,71400,C05,2021-08,31.03,12.0,600,29,4.833,1,,
6225,71402,C05,2021-08,30.0,,194,13,6.701,0,2021-10,voluntary
6226,71428,C05,2021-10,29.41,11.6,639,48,7.512,1,,
6227,71434,C05,2021-09,34.27,12.9,653,53,8.116,1,,
6228,71451,C05,2021-09,30.02,10.6,614,31,5.049,1,,
6229,71472,C05,2021-10,30.02,10.7,602,37,6.146,1,,
6230,71473,C05,2021-10,32.07,8.2,628,122,19.427,1,,
6231,71492,C05,2021-09,28.57,,115,8,6.957,0,2021-10,voluntary
6232,71493,C05,2021-10,30.82,10.3,586,31,5.29,1,,
6233,71498,C05,2021-09,31.43,9.1,616,40,6.494,1,,
6234,71503,C05,2021-10,30.8,14.9,588,61,10.374,1,,
6235,71505,C05,2021-09,31.17,11.1,577,56,9.705,1,,
6236,71513,C05,2021-09,33.42,9.0,622,55,8.842,1,,
6237,71530,C05,2021-10,28.88,8.3,648,2,0.309,1,,
6238,71550,C05,2021-10,30.58,,107,3,2.804,0,2021-11,voluntary
6239,71555,C05,2021-10,33.62,15.9,643,78,12.131,1,,
6240,71571,C05,2021-09,28.54,8.7,638,35,5.486,1,,
6241,71581,C05,2021-09,31.53,13.0,610,43,7.049,1,,
6242,71589,C05,2021-10,29.28,8.9,616,18,2.922,1,,
6243,71599,C05,2021-11,30.8,12.1,640,64,10.0,1,,
6244,71612,C05,2021-11,29.7,10.8,596,70,11.745,1,,
6245,71645,C05,2021-11,31.07,11.7,636,20,3.145,1,,
6246,71652,C05,2021-11,30.25,14.2,625,59,9.44,1,,
6247,71653,C05,2021-11,29.52,14.3,619,45,7.27,1,,
6248,71656,C05,2021-11,29.49,11.0,645,24,3.721,1,,
6249,71667,C05,2021-11,33.77,8.3,592,46,7.77,1,,
6250,71673,C05,2021-11,29.32,10.8,586,5,0.853,1,,
6251,71677,C05,2021-10,30.52,,105,4,3.81,0,2021-11,attendance
6252,71685,C05,2021-11,30.37,14.1,592,39,6.588,1,,
6253,71692,C05,2021-11,30.88,17.0,600,64,10.667,0,2022-05,attendance
6254,71720,C05,2021-11,33.89,10.4,596,48,8.054,1,,
6255,71721,C05,2021-11,30.3,14.4,629,43,6.836,1,,
6256,71736,C05,2021-11,31.43,,189,19,10.053,0,2022-01,attendance
6257,71769,C05,2021-12,30.5,12.9,635,46,7.244,1,,
6258,71772,C05,2021-12,29.12,8.1,627,72,11.483,1,,
6259,71775,C05,2021-12,28.84,12.1,597,30,5.025,1,,
6260,71776,C05,2021-12,29.77,12.9,604,43,7.119,1,,
6261,71777,C05,2021-12,32.74,10.5,594,33,5.556,1,,
6262,71818,C05,2022-01,32.92,7.5,618,47,7.605,0,2022-07,voluntary
6263,71827,C05,2022-01,29.41,14.2,589,35,5.942,1,,
6264,71838,C05,2021-12,29.76,8.6,300,20,6.667,0,2022-03,voluntary
6265,71840,C05,2021-12,30.95,2.0,620,32,5.161,1,,
6266,71841,C05,2021-11,31.14,12.6,546,17,3.114,1,,
6267,71850,C05,2021-12,31.24,8.9,609,12,1.97,1,,
6268,71886,C05,2021-12,29.92,10.2,601,71,11.814,1,,
6269,71904,C05,2021-12,30.46,14.4,638,36,5.643,1,,
6270,71920,C05,2021-12,30.96,10.3,623,23,3.692,1,,
6271,71921,C05,2021-12,32.51,11.8,320,38,11.875,0,2022-03,voluntary
6272,71936,C05,2021-12,32.34,15.0,615,68,11.057,1,,
6273,71941,C05,2021-11,33.22,11.8,622,71,11.415,1,,
6274,71944,C05,2022-01,29.27,14.7,616,36,5.844,1,,
6275,71945,C05,2022-01,29.12,10.9,599,46,7.679,1,,
6276,71968,C05,2021-12,33.58,14.5,627,38,6.061,1,,
6277,71971,C05,2021-12,29.26,12.6,633,43,6.793,1,,
6278,71972,C05,2021-12,31.56,14.0,618,62,10.032,1,,
6279,72001,C05,2021-11,28.33,9.5,589,51,8.659,1,,
6280,72017,C05,2021-12,31.41,11.8,640,28,4.375,1,,
6281,72018,C05,2021-11,31.53,14.0,646,59,9.133,1,,
6282,72022,C05,2021-12,30.41,13.6,631,43,6.815,1,,
6283,72023,C05,2021-12,28.61,11.4,621,43,6.924,1,,
6284,72049,C05,2021-12,31.89,10.2,568,52,9.155,1,,
6285,72057,C05,2022-01,32.33,8.2,606,38,6.271,1,,
6286,72060,C05,2022-01,29.51,12.8,662,49,7.402,1,,
6287,72069,C05,2021-12,30.88,11.3,656,60,9.146,1,,
6288,72083,C05,2022-01,31.56,10.5,544,20,3.676,1,,
6289,72094,C05,2022-01,28.15,10.5,622,74,11.897,1,,
6290,72105,C05,2022-01,28.73,13.3,593,24,4.047,1,,
6291,72131,C05,2022-01,31.4,5.9,610,32,5.246,1,,
6292,72135,C05,2022-01,30.98,12.0,545,51,9.358,1,,
6293,72136,C05,2022-01,31.54,10.2,583,20,3.431,1,,
6294,72137,C05,2022-01,32.31,17.0,585,33,5.641,1,,
6295,72138,C05,2022-01,32.55,12.0,603,41,6.799,1,,
6296,72139,C05,2022-01,32.97,8.8,590,34,5.763,1,,
6297,72154,C05,2022-01,31.62,13.5,610,50,8.197,1,,
6298,72160,C05,2022-01,31.57,10.4,624,27,4.327,1,,
6299,72179,C05,2021-12,29.06,7.2,609,97,15.928,1,,
6300,72184,C05,2022-01,31.93,13.2,602,39,6.478,1,,
6301,72197,C05,2022-01,31.3,9.7,620,50,8.065,1,,
6302,72203,C05,2022-01,31.24,8.5,578,47,8.131,1,,
6303,72213,C05,2022-01,29.91,14.6,578,26,4.498,1,,
6304,72222,C05,2022-01,31.51,14.1,611,23,3.764,1,,
6305,72235,C05,2022-02,30.09,14.8,633,30,4.739,1,,
6306,72237,C05,2022-01,31.13,11.0,648,47,7.253,1,,
6307,72241,C05,2021-12,31.8,12.3,613,33,5.383,1,,
6308,72244,C05,2022-02,30.17,12.6,639,61,9.546,1,,
6309,72260,C05,2022-02,30.39,9.6,584,57,9.76,1,,
6310,72263,C05,2022-03,28.06,15.0,594,48,8.081,1,,
6311,72264,C05,2022-02,29.88,17.3,621,36,5.797,1,,
6312,72266,C05,2022-02,29.39,10.2,633,28,4.423,1,,
6313,72289,C05,2022-02,29.57,15.0,631,100,15.848,1,,
6314,72293,C05,2022-02,26.86,18.5,625,60,9.6,1,,
6315,72304,C05,2022-01,29.57,14.1,635,64,10.079,1,,
6316,72312,C05,2022-02,32.6,14.5,651,49,7.527,1,,
6317,72315,C05,2022-02,29.81,9.6,600,12,2.0,1,,
6318,72327,C05,2022-02,31.1,9.2,606,44,7.261,1,,
6319,72335,C05,2022-02,33.73,7.3,639,20,3.13,1,,
6320,72344,C05,2022-02,30.86,9.9,576,51,8.854,1,,
6321,72347,C05,2022-02,31.73,7.6,601,48,7.987,1,,
6322,72363,C05,2022-02,31.43,12.7,567,39,6.878,1,,
6323,72392,C05,2022-03,29.15,,637,40,6.279,1,,
6324,72398,C05,2022-03,33.35,11.9,607,59,9.72,1,,
6325,72404,C05,2022-03,30.73,11.2,581,64,11.015,1,,
6326,72416,C05,2022-03,27.74,10.5,595,53,8.908,1,,
6327,72425,C05,2022-03,31.66,9.5,655,71,10.84,1,,
6328,72430,C05,2022-03,30.86,15.2,623,47,7.544,1,,
6329,72434,C05,2022-03,32.2,14.3,550,38,6.909,1,,
6330,72441,C05,2022-03,28.86,7.5,629,17,2.703,1,,
6331,72442,C05,2022-02,29.9,,107,13,12.15,0,2022-03,voluntary
6332,72472,C05,2022-02,30.4,6.9,434,51,11.751,0,2022-06,voluntary
6333,72482,C05,2022-03,33.54,6.2,454,35,7.709,0,2022-07,voluntary
6334,72493,C05,2022-03,31.22,20.4,611,55,9.002,1,,
6335,72507,C05,2022-03,31.37,13.1,292,44,15.068,0,2022-06,attendance
6336,72508,C05,2022-03,31.49,8.1,643,77,11.975,1,,
6337,72512,C05,2022-02,31.51,10.4,604,75,12.417,1,,
6338,72529,C05,2022-02,29.53,10.7,597,41,6.868,1,,
6339,72533,C05,2022-02,34.42,14.3,647,86,13.292,1,,
6340,72550,C05,2022-03,29.69,10.5,591,64,10.829,1,,
6341,72551,C05,2022-02,29.71,15.4,612,42,6.863,1,,
6342,72567,C05,2022-02,31.59,,644,55,8.54,1,,
6343,72569,C05,2022-03,34.02,11.8,580,52,8.966,1,,
6344,72585,C05,2022-02,26.76,3.0,635,47,7.402,1,,
6345,72592,C05,2022-03,32.15,11.3,565,9,1.593,1,,
6346,72598,C05,2022-03,31.47,17.7,629,79,12.56,1,,
6347,72610,C05,2022-04,28.06,,186,10,5.376,0,2022-06,voluntary
6348,72630,C05,2022-04,31.95,15.5,636,56,8.805,1,,
6349,72643,C05,2022-04,30.59,12.8,643,48,7.465,1,,
6350,72645,C05,2022-04,28.87,15.7,610,63,10.328,1,,
6351,72652,C05,2022-04,31.81,14.0,417,22,5.276,0,2022-08,attendance
6352,72653,C05,2022-03,29.6,13.1,592,51,8.615,1,,
6353,72663,C05,2022-04,30.34,5.3,609,19,3.12,1,,
6354,72664,C05,2022-04,30.95,12.6,626,20,3.195,1,,
6355,72667,C05,2022-03,29.49,10.9,618,15,2.427,1,,
6356,72671,C05,2022-03,32.62,15.3,636,24,3.774,1,,
6357,72679,C05,2022-04,30.36,15.2,623,31,4.976,1,,
6358,72706,C05,2022-04,29.07,11.2,574,58,10.105,1,,
6359,72711,C05,2022-04,34.09,13.3,636,61,9.591,1,,
6360,72722,C05,2022-04,29.63,12.2,580,55,9.483,1,,
6361,72736,C05,2022-03,28.65,9.9,628,100,15.924,1,,
6362,72757,C05,2022-04,29.96,8.9,609,28,4.598,1,,
6363,72771,C05,2022-03,31.43,8.6,632,13,2.057,1,,
6364,72789,C05,2022-04,29.58,11.3,587,24,4.089,1,,
6365,72793,C05,2022-05,30.24,11.0,629,50,7.949,1,,
6366,72795,C05,2022-03,31.0,9.1,416,27,6.49,0,2022-07,performance
6367,72804,C05,2022-03,28.95,12.9,601,68,11.314,1,,
6368,72806,C05,2022-03,31.18,10.8,605,63,10.413,1,,
6369,72818,C05,2022-04,37.03,10.7,650,60,9.231,1,,
6370,72831,C05,2022-05,30.68,10.3,586,22,3.754,1,,
6371,72847,C05,2022-05,33.82,11.1,619,63,10.178,1,,
6372,72854,C05,2022-04,28.44,12.9,588,28,4.762,1,,
6373,72861,C05,2022-05,30.98,12.5,563,37,6.572,1,,
6374,72882,C05,2022-05,35.47,10.5,633,55,8.689,1,,
6375,72886,C05,2022-04,33.91,10.1,579,66,11.399,1,,
6376,72898,C05,2022-05,32.79,6.1,587,6,1.022,1,,
6377,72913,C05,2022-04,29.49,11.9,617,75,12.156,1,,
6378,72925,C05,2022-05,31.94,13.1,620,61,9.839,1,,
6379,72931,C05,2022-06,33.11,9.2,585,50,8.547,1,,
6380,72952,C05,2022-05,32.4,12.4,606,25,4.125,1,,
6381,72967,C05,2022-05,30.09,11.1,604,46,7.616,1,,
6382,72977,C05,2022-07,31.36,11.0,296,12,4.054,0,2022-10,voluntary
6383,72985,C05,2022-06,31.85,12.2,600,65,10.833,1,,
6384,72987,C05,2022-05,33.74,13.6,625,61,9.76,1,,
6385,72992,C05,2022-06,30.02,10.5,661,78,11.8,1,,
6386,72999,C05,2022-07,31.08,13.9,612,56,9.15,1,,
6387,73012,C05,2022-06,31.43,10.3,606,32,5.281,1,,
6388,73017,C05,2022-06,32.89,11.5,594,41,6.902,1,,
6389,73033,C05,2022-06,30.0,9.2,650,72,11.077,1,,
6390,73038,C05,2022-06,30.25,17.3,595,48,8.067,1,,
6391,73056,C05,2022-06,33.22,11.1,579,40,6.908,1,,
6392,73058,C05,2022-06,31.71,9.1,412,29,7.039,0,2022-10,performance
6393,73084,C05,2022-08,31.55,11.2,608,32,5.263,1,,
6394,73105,C05,2022-07,29.84,4.7,410,25,6.098,0,2022-11,performance
6395,73114,C05,2022-07,30.04,9.3,615,30,4.878,1,,
6396,73116,C05,2022-07,31.76,20.6,404,39,9.653,0,2022-11,voluntary
6397,73121,C05,2022-08,30.35,12.2,633,62,9.795,1,,
6398,73129,C05,2022-06,28.96,11.5,583,21,3.602,1,,
6399,73132,C05,2022-07,33.46,12.6,603,26,4.312,1,,
6400,73133,C05,2022-07,29.08,8.1,664,43,6.476,1,,
6401,73139,C05,2022-06,32.35,,95,7,7.368,0,2022-07,attendance
