placement_id,application_id,center_id,placement_month,certification_level,weeks_assigned,claims_closed,claims_reopened,reopen_rate_pct
4252,82215,C05,2025-10,experienced,12,154,14,9.091
4253,82249,C05,2025-10,entry,15,201,20,9.95
4254,82260,C05,2025-10,licensed,11,148,23,15.541
4255,82280,C05,2025-10,licensed,20,286,20,6.993
4256,82301,C05,2025-10,experienced,14,169,25,14.793
4257,82303,C05,2025-10,entry,11,174,26,14.943
4258,82357,C05,2025-11,licensed,17,203,15,7.389
4259,82363,C05,2025-11,experienced,16,191,11,5.759
4260,82463,C05,2025-11,entry,16,207,30,14.493
4261,82468,C05,2025-11,experienced,14,180,25,13.889
4262,82501,C05,2025-11,licensed,7,98,15,15.306
4263,82520,C05,2025-11,experienced,21,258,37,14.341
4264,82561,C05,2025-11,entry,16,236,23,9.746
4265,82578,C05,2025-11,entry,11,145,13,8.966
4266,82594,C05,2025-11,entry,19,235,24,10.213
4267,82618,C05,2025-12,licensed,13,158,9,5.696
4268,82626,C05,2025-12,experienced,10,99,5,5.051
4269,82640,C05,2025-12,experienced,17,224,12,5.357
4270,82642,C05,2025-12,entry,14,182,20,10.989
4271,82660,C05,2025-12,entry,14,173,10,5.78
4272,82694,C05,2025-12,entry,23,297,14,4.714
4273,82700,C05,2025-12,licensed,19,225,34,15.111
4274,82703,C05,2025-12,experienced,16,195,11,5.641
4275,82714,C05,2025-12,entry,18,252,30,11.905
4276,82717,C05,2025-12,entry,12,145,10,6.897
4277,82719,C05,2025-12,licensed,18,253,31,12.253
4278,82758,C05,2025-12,licensed,13,198,23,11.616
4279,82764,C05,2025-12,entry,14,198,11,5.556
4280,82818,C05,2025-12,licensed,19,269,28,10.409
4281,82859,C05,2025-12,experienced,16,199,12,6.03
4282,82868,C05,2025-12,entry,8,107,5,4.673
4283,82914,C06,2021-01,entry,16,212,15,7.075
4284,82915,C06,2021-01,licensed,18,217,13,5.991
4285,82932,C06,2021-01,entry,15,179,13,7.263
4286,82981,C06,2021-01,experienced,11,170,19,11.176
4287,83008,C06,2021-01,licensed,20,261,32,12.261
4288,83041,C06,2021-01,experienced,8,111,14,12.613
4289,83081,C06,2021-01,licensed,17,213,12,5.634
4290,83084,C06,2021-01,experienced,21,232,17,7.328
4291,83091,C06,2021-01,licensed,17,217,24,11.06
4292,83092,C06,2021-01,licensed,22,299,31,10.368
4293,83154,C06,2021-01,experienced,16,189,2,1.058
4294,83172,C06,2021-02,entry,6,81,13,16.049
4295,83173,C06,2021-02,experienced,19,239,28,11.715
4296,83183,C06,2021-02,licensed,11,113,18,15.929
4297,83196,C06,2021-02,experienced,11,145,21,14.483
4298,83215,C06,2021-02,entry,14,168,24,14.286
4299,83220,C06,2021-02,entry,18,227,23,10.132
4300,83225,C06,2021-02,entry,11,149,11,7.383
4301,83230,C06,2021-02,experienced,11,123,8,6.504
4302,83245,C06,2021-02,entry,10,130,8,6.154
4303,83246,C06,2021-02,experienced,18,251,26,10.359
4304,83257,C06,2021-02,licensed,19,277,18,6.498
4305,83268,C06,2021-02,experienced,13,167,24,14.371
4306,83325,C06,2021-03,experienced,15,220,14,6.364
4307,83329,C06,2021-03,experienced,12,133,11,8.271
4308,83330,C06,2021-03,licensed,13,179,14,7.821
4309,83350,C06,2021-03,licensed,12,147,15,10.204
4310,83356,C06,2021-03,experienced,9,116,21,18.103
4311,83457,C06,2021-04,experienced,18,243,23,9.465
4312,83476,C06,2021-04,experienced,16,215,16,7.442
4313,83510,C06,2021-04,licensed,8,104,8,7.692
4314,83517,C06,2021-04,licensed,11,121,9,7.438
4315,83522,C06,2021-04,entry,12,165,13,7.879
4316,83543,C06,2021-04,experienced,13,171,13,7.602
4317,83574,C06,2021-04,licensed,10,126,14,11.111
4318,83582,C06,2021-05,licensed,17,213,23,10.798
4319,83584,C06,2021-05,experienced,15,192,26,13.542
4320,83593,C06,2021-05,licensed,9,116,7,6.034
4321,83595,C06,2021-05,licensed,14,190,5,2.632
4322,83596,C06,2021-05,experienced,13,150,9,6.0
4323,83600,C06,2021-05,entry,16,172,21,12.209
4324,83601,C06,2021-05,experienced,10,115,8,6.957
4325,83613,C06,2021-05,experienced,9,122,3,2.459
4326,83617,C06,2021-05,experienced,12,157,21,13.376
4327,83626,C06,2021-05,experienced,8,102,7,6.863
4328,83631,C06,2021-05,licensed,18,235,20,8.511
4329,83649,C06,2021-06,entry,13,159,6,3.774
4330,83659,C06,2021-06,experienced,12,150,25,16.667
4331,83681,C06,2021-06,licensed,19,235,23,9.787
4332,83689,C06,2021-06,experienced,15,205,13,6.341
4333,83702,C06,2021-06,entry,14,183,31,16.94
4334,83749,C06,2021-06,experienced,14,183,20,10.929
4335,83769,C06,2021-06,licensed,15,197,24,12.183
4336,83788,C06,2021-06,licensed,15,201,23,11.443
4337,83832,C06,2021-06,licensed,13,184,14,7.609
4338,83835,C06,2021-06,experienced,15,190,14,7.368
4339,83838,C06,2021-06,experienced,18,234,18,7.692
4340,83865,C06,2021-06,entry,16,190,23,12.105
4341,83876,C06,2021-07,licensed,9,117,18,15.385
4342,83891,C06,2021-07,licensed,10,128,8,6.25
4343,83896,C06,2021-07,entry,12,157,27,17.197
4344,83904,C06,2021-07,licensed,15,175,17,9.714
4345,83908,C06,2021-07,experienced,11,124,16,12.903
4346,83917,C06,2021-07,licensed,10,125,8,6.4
4347,83929,C06,2021-07,licensed,4,52,3,5.769
4348,83936,C06,2021-07,licensed,14,176,10,5.682
4349,83967,C06,2021-07,entry,15,208,18,8.654
4350,83970,C06,2021-07,licensed,15,196,8,4.082
4351,83971,C06,2021-07,entry,8,85,9,10.588
4352,83973,C06,2021-07,experienced,16,199,14,7.035
4353,84016,C06,2021-07,licensed,12,161,9,5.59
4354,84018,C06,2021-07,experienced,16,208,15,7.212
4355,84020,C06,2021-07,experienced,20,260,23,8.846
4356,84031,C06,2021-08,entry,9,113,8,7.08
4357,84035,C06,2021-08,entry,15,198,18,9.091
4358,84077,C06,2021-08,licensed,11,149,26,17.45
4359,84129,C06,2021-08,entry,12,139,21,15.108
4360,84132,C06,2021-08,experienced,13,146,13,8.904
4361,84147,C06,2021-08,entry,16,152,4,2.632
4362,84175,C06,2021-08,licensed,15,208,9,4.327
4363,84202,C06,2021-08,licensed,12,175,8,4.571
4364,84226,C06,2021-08,licensed,20,251,23,9.163
4365,84249,C06,2021-09,entry,14,205,11,5.366
4366,84275,C06,2021-09,licensed,8,106,17,16.038
4367,84294,C06,2021-09,experienced,10,119,9,7.563
4368,84297,C06,2021-09,licensed,21,260,28,10.769
4369,84301,C06,2021-09,licensed,12,152,19,12.5
4370,84318,C06,2021-09,experienced,16,193,4,2.073
4371,84325,C06,2021-09,licensed,16,186,10,5.376
4372,84339,C06,2021-09,entry,26,352,29,8.239
4373,84347,C06,2021-09,entry,13,164,16,9.756
4374,84364,C06,2021-09,licensed,13,133,17,12.782
4375,84438,C06,2021-10,entry,12,136,4,2.941
4376,84459,C06,2021-10,entry,10,138,6,4.348
4377,84504,C06,2021-10,experienced,6,80,5,6.25
4378,84512,C06,2021-10,experienced,18,242,22,9.091
4379,84518,C06,2021-10,experienced,17,208,24,11.538
4380,84525,C06,2021-10,licensed,12,157,11,7.006
4381,84539,C06,2021-10,licensed,19,258,19,7.364
4382,84556,C06,2021-10,licensed,8,110,11,10.0
4383,84562,C06,2021-10,licensed,15,192,21,10.938
4384,84568,C06,2021-11,entry,13,167,23,13.772
4385,84572,C06,2021-11,experienced,7,88,3,3.409
4386,84590,C06,2021-11,experienced,12,159,5,3.145
4387,84595,C06,2021-11,experienced,14,187,17,9.091
4388,84625,C06,2021-11,experienced,17,246,18,7.317
4389,84637,C06,2021-11,entry,14,163,21,12.883
4390,84641,C06,2021-11,experienced,10,130,11,8.462
4391,84653,C06,2021-11,entry,12,148,21,14.189
4392,84656,C06,2021-11,entry,21,282,27,9.574
4393,84661,C06,2021-11,entry,11,138,17,12.319
4394,84671,C06,2021-11,experienced,15,190,17,8.947
4395,84677,C06,2021-11,licensed,18,215,14,6.512
4396,84685,C06,2021-11,licensed,17,185,16,8.649
4397,84689,C06,2021-11,licensed,13,170,14,8.235
4398,84697,C06,2021-11,licensed,17,225,14,6.222
4399,84699,C06,2021-11,entry,18,240,26,10.833
4400,84700,C06,2021-11,experienced,11,137,11,8.029
4401,84704,C06,2021-11,licensed,15,184,20,10.87
4402,84706,C06,2021-11,experienced,11,150,21,14.0
4403,84710,C06,2021-11,experienced,8,114,14,12.281
4404,84713,C06,2021-11,licensed,11,156,10,6.41
4405,84721,C06,2021-12,entry,9,112,14,12.5
4406,84725,C06,2021-12,licensed,11,137,14,10.219
4407,84728,C06,2021-12,experienced,9,117,14,11.966
4408,84735,C06,2021-12,experienced,14,180,25,13.889
4409,84744,C06,2021-12,entry,17,254,28,11.024
4410,84749,C06,2021-12,licensed,17,228,13,5.702
4411,84757,C06,2021-12,licensed,11,144,12,8.333
4412,84762,C06,2021-12,experienced,17,204,17,8.333
4413,84764,C06,2021-12,licensed,13,163,20,12.27
4414,84780,C06,2021-12,entry,12,162,18,11.111
4415,84799,C06,2021-12,experienced,18,244,28,11.475
4416,84815,C06,2021-12,licensed,14,185,17,9.189
4417,84819,C06,2021-12,licensed,10,135,12,8.889
4418,84821,C06,2021-12,experienced,14,150,14,9.333
4419,84828,C06,2021-12,entry,7,100,5,5.0
4420,84833,C06,2021-12,experienced,12,144,16,11.111
4421,84838,C06,2021-12,experienced,17,226,26,11.504
4422,84853,C06,2021-12,licensed,13,145,17,11.724
4423,84862,C06,2021-12,licensed,16,195,25,12.821
4424,84868,C06,2021-12,entry,15,179,4,2.235
4425,84901,C06,2022-01,entry,12,152,13,8.553
4426,84915,C06,2022-01,entry,13,167,13,7.784
4427,84965,C06,2022-01,experienced,14,189,26,13.757
4428,84968,C06,2022-01,entry,17,220,34,15.455
4429,84971,C06,2022-01,experienced,9,119,5,4.202
4430,84997,C06,2022-01,entry,16,223,31,13.901
4431,85036,C06,2022-02,licensed,12,141,2,1.418
4432,85038,C06,2022-02,experienced,14,189,17,8.995
4433,85043,C06,2022-02,entry,26,362,21,5.801
4434,85062,C06,2022-02,entry,10,140,8,5.714
4435,85090,C06,2022-02,licensed,17,247,25,10.121
4436,85111,C06,2022-02,licensed,11,148,17,11.486
4437,85182,C06,2022-03,licensed,13,167,13,7.784
4438,85194,C06,2022-03,experienced,13,177,12,6.78
4439,85201,C06,2022-03,experienced,10,128,19,14.844
4440,85228,C06,2022-03,licensed,14,157,22,14.013
4441,85243,C06,2022-03,entry,12,148,10,6.757
4442,85246,C06,2022-03,entry,11,136,15,11.029
4443,85251,C06,2022-03,entry,9,121,15,12.397
4444,85253,C06,2022-03,experienced,12,156,9,5.769
4445,85281,C06,2022-03,entry,7,81,8,9.877
4446,85307,C06,2022-03,experienced,17,221,15,6.787
4447,85333,C06,2022-03,licensed,13,181,5,2.762
4448,85336,C06,2022-03,entry,11,146,10,6.849
4449,85337,C06,2022-03,entry,13,173,19,10.983
4450,85359,C06,2022-04,licensed,17,231,14,6.061
4451,85388,C06,2022-04,experienced,7,99,7,7.071
4452,85392,C06,2022-04,licensed,16,218,6,2.752
4453,85407,C06,2022-04,entry,16,190,13,6.842
4454,85424,C06,2022-04,entry,10,118,5,4.237
4455,85426,C06,2022-04,licensed,24,336,27,8.036
4456,85430,C06,2022-04,experienced,13,171,6,3.509
4457,85431,C06,2022-04,licensed,13,149,7,4.698
4458,85438,C06,2022-04,entry,15,178,13,7.303
4459,85440,C06,2022-04,experienced,10,129,8,6.202
4460,85456,C06,2022-04,licensed,11,136,12,8.824
4461,85492,C06,2022-05,entry,18,217,16,7.373
4462,85504,C06,2022-05,entry,15,201,16,7.96
4463,85519,C06,2022-05,licensed,11,139,11,7.914
4464,85539,C06,2022-05,licensed,14,191,5,2.618
4465,85543,C06,2022-05,entry,14,153,13,8.497
4466,85546,C06,2022-05,licensed,10,140,9,6.429
4467,85548,C06,2022-05,licensed,16,219,22,10.046
4468,85551,C06,2022-05,licensed,21,261,11,4.215
4469,85604,C06,2022-05,entry,11,147,18,12.245
4470,85659,C06,2022-06,experienced,12,139,19,13.669
4471,85671,C06,2022-06,licensed,9,129,12,9.302
4472,85688,C06,2022-06,experienced,15,222,16,7.207
4473,85706,C06,2022-06,entry,14,173,12,6.936
4474,85723,C06,2022-06,licensed,13,168,16,9.524
4475,85752,C06,2022-07,experienced,12,147,14,9.524
4476,85768,C06,2022-07,experienced,18,244,34,13.934
4477,85774,C06,2022-07,entry,14,180,23,12.778
4478,85781,C06,2022-07,entry,11,146,17,11.644
4479,85798,C06,2022-07,entry,22,285,27,9.474
4480,85815,C06,2022-07,licensed,13,170,19,11.176
4481,85816,C06,2022-07,licensed,14,192,19,9.896
4482,85903,C06,2022-07,entry,14,184,19,10.326
4483,85914,C06,2022-07,licensed,14,171,18,10.526
4484,85953,C06,2022-07,entry,13,138,10,7.246
4485,85956,C06,2022-07,licensed,14,190,35,18.421
4486,85970,C06,2022-08,entry,15,203,30,14.778
4487,85989,C06,2022-08,licensed,22,293,46,15.7
4488,86004,C06,2022-08,entry,23,284,21,7.394
4489,86009,C06,2022-08,entry,9,126,18,14.286
4490,86015,C06,2022-08,entry,12,158,15,9.494
4491,86021,C06,2022-08,licensed,11,151,14,9.272
4492,86028,C06,2022-08,experienced,17,210,25,11.905
4493,86048,C06,2022-08,entry,17,234,20,8.547
4494,86051,C06,2022-08,licensed,12,182,0,0.0
4495,86076,C06,2022-08,experienced,12,150,17,11.333
4496,86087,C06,2022-09,licensed,11,157,16,10.191
4497,86101,C06,2022-09,experienced,18,238,29,12.185
4498,86107,C06,2022-09,entry,14,184,13,7.065
4499,86123,C06,2022-09,experienced,19,213,18,8.451
4500,86180,C06,2022-09,entry,17,222,30,13.514
4501,86182,C06,2022-09,entry,14,176,25,14.205
4502,86192,C06,2022-09,entry,15,185,24,12.973
4503,86217,C06,2022-09,licensed,12,175,24,13.714
4504,86246,C06,2022-10,licensed,9,122,18,14.754
4505,86259,C06,2022-10,licensed,10,145,17,11.724
4506,86265,C06,2022-10,licensed,13,164,15,9.146
4507,86273,C06,2022-10,licensed,14,163,17,10.429
4508,86276,C06,2022-10,licensed,17,235,16,6.809
4509,86280,C06,2022-10,experienced,16,225,18,8.0
4510,86282,C06,2022-10,entry,18,208,22,10.577
4511,86301,C06,2022-10,licensed,15,201,14,6.965
4512,86306,C06,2022-10,licensed,11,126,13,10.317
4513,86356,C06,2022-10,licensed,16,216,26,12.037
4514,86377,C06,2022-10,entry,9,101,4,3.96
4515,86382,C06,2022-10,entry,15,182,23,12.637
4516,86385,C06,2022-10,entry,16,200,12,6.0
4517,86390,C06,2022-10,entry,17,241,36,14.938
4518,86392,C06,2022-10,licensed,12,144,11,7.639
4519,86395,C06,2022-10,experienced,7,71,5,7.042
4520,86415,C06,2022-11,licensed,6,79,5,6.329
4521,86423,C06,2022-11,entry,13,159,20,12.579
4522,86426,C06,2022-11,experienced,15,190,19,10.0
4523,86429,C06,2022-11,entry,16,207,25,12.077
4524,86468,C06,2022-11,entry,15,214,28,13.084
4525,86477,C06,2022-11,entry,10,136,9,6.618
4526,86488,C06,2022-11,experienced,13,144,16,11.111
4527,86519,C06,2022-12,experienced,10,122,20,16.393
4528,86523,C06,2022-12,entry,15,208,22,10.577
4529,86524,C06,2022-12,licensed,15,188,7,3.723
4530,86525,C06,2022-12,entry,9,112,2,1.786
4531,86527,C06,2022-12,experienced,15,218,19,8.716
4532,86539,C06,2022-12,experienced,13,172,25,14.535
4533,86544,C06,2022-12,experienced,13,161,12,7.453
4534,86547,C06,2022-12,licensed,25,311,42,13.505
4535,86551,C06,2022-12,entry,14,169,13,7.692
4536,86555,C06,2022-12,entry,13,191,22,11.518
4537,86565,C06,2022-12,licensed,13,159,8,5.031
4538,86566,C06,2022-12,licensed,14,174,17,9.77
4539,86594,C06,2022-12,licensed,16,216,17,7.87
4540,86616,C06,2023-01,licensed,13,164,24,14.634
4541,86667,C06,2023-01,entry,15,176,22,12.5
4542,86680,C06,2023-01,entry,19,241,22,9.129
4543,86690,C06,2023-01,entry,18,231,16,6.926
4544,86693,C06,2023-01,entry,16,198,19,9.596
4545,86698,C06,2023-01,experienced,15,197,11,5.584
4546,86772,C06,2023-02,licensed,15,199,11,5.528
4547,86778,C06,2023-02,entry,16,206,23,11.165
4548,86780,C06,2023-02,licensed,8,107,5,4.673
4549,86809,C06,2023-02,licensed,20,252,32,12.698
4550,86820,C06,2023-02,licensed,10,115,15,13.043
4551,86833,C06,2023-02,experienced,13,185,24,12.973
4552,86855,C06,2023-02,licensed,16,211,16,7.583
4553,86862,C06,2023-02,licensed,12,154,9,5.844
4554,86863,C06,2023-02,entry,10,144,14,9.722
4555,86879,C06,2023-02,experienced,12,168,11,6.548
4556,86897,C06,2023-02,licensed,16,195,19,9.744
4557,86907,C06,2023-02,licensed,16,202,23,11.386
4558,86923,C06,2023-02,entry,15,181,14,7.735
4559,86933,C06,2023-02,entry,8,106,5,4.717
4560,86962,C06,2023-03,entry,12,159,18,11.321
4561,86984,C06,2023-03,experienced,14,187,15,8.021
4562,87007,C06,2023-03,licensed,16,196,16,8.163
4563,87013,C06,2023-03,licensed,15,225,16,7.111
4564,87025,C06,2023-03,experienced,11,147,5,3.401
4565,87045,C06,2023-03,experienced,16,197,14,7.107
4566,87050,C06,2023-03,licensed,12,161,17,10.559
4567,87068,C06,2023-03,experienced,8,101,9,8.911
4568,87074,C06,2023-03,experienced,11,155,8,5.161
4569,87075,C06,2023-03,experienced,19,239,13,5.439
4570,87088,C06,2023-03,experienced,16,222,14,6.306
4571,87127,C06,2023-03,entry,14,162,7,4.321
4572,87137,C06,2023-03,entry,5,68,3,4.412
4573,87144,C06,2023-03,entry,14,154,20,12.987
4574,87158,C06,2023-04,experienced,12,150,22,14.667
4575,87169,C06,2023-04,experienced,15,201,30,14.925
4576,87170,C06,2023-04,entry,13,174,14,8.046
4577,87171,C06,2023-04,licensed,14,195,22,11.282
4578,87205,C06,2023-04,experienced,12,145,6,4.138
4579,87238,C06,2023-04,entry,14,183,27,14.754
4580,87251,C06,2023-04,experienced,12,164,15,9.146
4581,87268,C06,2023-04,entry,14,151,24,15.894
4582,87274,C06,2023-04,experienced,20,250,33,13.2
4583,87278,C06,2023-04,experienced,10,134,12,8.955
4584,87282,C06,2023-04,licensed,12,156,17,10.897
4585,87287,C06,2023-04,experienced,12,141,18,12.766
4586,87288,C06,2023-04,experienced,14,196,23,11.735
4587,87296,C06,2023-04,licensed,10,124,15,12.097
4588,87307,C06,2023-05,licensed,17,239,19,7.95
4589,87316,C06,2023-05,entry,10,126,14,11.111
4590,87324,C06,2023-05,entry,11,135,16,11.852
4591,87334,C06,2023-05,licensed,18,256,35,13.672
4592,87336,C06,2023-05,licensed,14,144,1,0.694
4593,87344,C06,2023-05,entry,10,138,13,9.42
4594,87346,C06,2023-05,licensed,20,247,9,3.644
4595,87347,C06,2023-05,experienced,17,205,21,10.244
4596,87365,C06,2023-05,experienced,15,178,18,10.112
4597,87371,C06,2023-05,licensed,15,190,7,3.684
4598,87378,C06,2023-05,entry,16,205,11,5.366
4599,87401,C06,2023-05,licensed,19,249,23,9.237
4600,87404,C06,2023-05,entry,14,164,12,7.317
4601,87406,C06,2023-05,licensed,12,150,11,7.333
4602,87407,C06,2023-05,licensed,16,193,13,6.736
4603,87436,C06,2023-06,licensed,19,269,38,14.126
4604,87442,C06,2023-06,licensed,18,237,33,13.924
4605,87443,C06,2023-06,licensed,12,162,16,9.877
4606,87465,C06,2023-06,licensed,18,213,27,12.676
4607,87466,C06,2023-06,experienced,17,235,19,8.085
4608,87469,C06,2023-06,entry,13,171,21,12.281
4609,87472,C06,2023-06,entry,8,104,7,6.731
4610,87475,C06,2023-06,licensed,18,223,21,9.417
4611,87506,C06,2023-06,entry,26,345,28,8.116
4612,87538,C06,2023-06,licensed,14,194,17,8.763
4613,87543,C06,2023-06,licensed,15,179,31,17.318
4614,87548,C06,2023-06,entry,14,192,13,6.771
4615,87552,C06,2023-06,experienced,12,149,21,14.094
4616,87564,C06,2023-07,licensed,11,137,10,7.299
4617,87607,C06,2023-07,licensed,20,261,28,10.728
4618,87609,C06,2023-07,licensed,11,133,17,12.782
4619,87631,C06,2023-07,licensed,13,182,28,15.385
4620,87691,C06,2023-07,entry,20,246,19,7.724
4621,87741,C06,2023-08,licensed,13,151,20,13.245
4622,87742,C06,2023-08,licensed,15,190,15,7.895
4623,87818,C06,2023-08,entry,10,122,17,13.934
4624,87820,C06,2023-08,experienced,19,238,36,15.126
4625,87835,C06,2023-08,licensed,8,106,8,7.547
4626,87848,C06,2023-08,experienced,12,169,13,7.692
4627,87887,C06,2023-08,licensed,17,214,16,7.477
4628,87893,C06,2023-08,licensed,17,248,34,13.71
4629,87901,C06,2023-08,licensed,14,187,26,13.904
4630,87964,C06,2023-09,entry,13,148,15,10.135
4631,87980,C06,2023-09,entry,10,120,10,8.333
4632,88009,C06,2023-09,licensed,11,142,13,9.155
4633,88021,C06,2023-09,entry,18,200,29,14.5
4634,88038,C06,2023-09,experienced,11,136,16,11.765
4635,88040,C06,2023-09,entry,18,216,32,14.815
4636,88066,C06,2023-09,experienced,17,225,28,12.444
4637,88079,C06,2023-09,entry,12,153,12,7.843
4638,88098,C06,2023-09,experienced,19,268,32,11.94
4639,88100,C06,2023-09,entry,15,191,20,10.471
4640,88108,C06,2023-10,experienced,16,191,14,7.33
4641,88110,C06,2023-10,licensed,14,174,22,12.644
4642,88114,C06,2023-10,experienced,13,185,15,8.108
4643,88122,C06,2023-10,licensed,10,121,12,9.917
4644,88149,C06,2023-10,experienced,14,172,14,8.14
4645,88196,C06,2023-10,licensed,17,221,26,11.765
4646,88200,C06,2023-10,experienced,12,176,23,13.068
4647,88209,C06,2023-10,licensed,10,132,19,14.394
4648,88216,C06,2023-11,licensed,18,236,24,10.169
4649,88226,C06,2023-11,experienced,19,228,30,13.158
4650,88238,C06,2023-11,entry,12,181,16,8.84
4651,88291,C06,2023-11,experienced,18,238,18,7.563
4652,88315,C06,2023-11,licensed,16,191,25,13.089
4653,88318,C06,2023-11,entry,16,208,28,13.462
4654,88319,C06,2023-11,experienced,14,194,27,13.918
4655,88322,C06,2023-11,experienced,14,199,28,14.07
4656,88323,C06,2023-11,experienced,18,243,27,11.111
4657,88335,C06,2023-11,licensed,9,113,1,0.885
4658,88374,C06,2023-11,licensed,20,243,29,11.934
4659,88408,C06,2023-11,entry,17,247,7,2.834
4660,88423,C06,2023-12,entry,17,236,27,11.441
4661,88426,C06,2023-12,experienced,26,317,31,9.779
4662,88431,C06,2023-12,licensed,17,240,15,6.25
4663,88436,C06,2023-12,entry,15,219,31,14.155
4664,88460,C06,2023-12,experienced,15,184,22,11.957
4665,88473,C06,2023-12,entry,15,189,17,8.995
4666,88484,C06,2023-12,entry,15,201,21,10.448
4667,88495,C06,2023-12,licensed,10,139,6,4.317
4668,88512,C06,2023-12,licensed,11,137,17,12.409
4669,88527,C06,2023-12,entry,14,199,18,9.045
4670,88530,C06,2023-12,entry,13,171,8,4.678
4671,88544,C06,2023-12,experienced,13,154,16,10.39
4672,88545,C06,2023-12,entry,23,306,22,7.19
4673,88546,C06,2023-12,entry,15,204,19,9.314
4674,88559,C06,2024-01,licensed,10,115,12,10.435
4675,88572,C06,2024-01,licensed,15,209,11,5.263
4676,88580,C06,2024-01,entry,13,165,13,7.879
4677,88588,C06,2024-01,experienced,10,115,7,6.087
4678,88596,C06,2024-01,experienced,12,151,19,12.583
4679,88614,C06,2024-01,licensed,17,219,22,10.046
4680,88621,C06,2024-01,experienced,16,209,16,7.656
4681,88632,C06,2024-01,entry,20,246,18,7.317
4682,88675,C06,2024-01,entry,10,124,17,13.71
4683,88681,C06,2024-01,entry,16,209,15,7.177
4684,88723,C06,2024-02,licensed,21,272,13,4.779
4685,88725,C06,2024-02,entry,17,234,17,7.265
4686,88730,C06,2024-02,experienced,14,167,20,11.976
4687,88744,C06,2024-02,licensed,9,106,5,4.717
4688,88766,C06,2024-02,entry,14,166,25,15.06
4689,88785,C06,2024-02,entry,12,169,15,8.876
4690,88788,C06,2024-02,experienced,10,124,5,4.032
4691,88792,C06,2024-02,licensed,11,134,8,5.97
4692,88794,C06,2024-02,entry,11,149,16,10.738
4693,88798,C06,2024-02,licensed,7,97,8,8.247
4694,88799,C06,2024-02,entry,9,121,11,9.091
4695,88807,C06,2024-02,experienced,10,143,8,5.594
4696,88856,C06,2024-03,experienced,15,208,23,11.058
4697,88899,C06,2024-03,entry,17,205,17,8.293
4698,88901,C06,2024-03,experienced,14,169,12,7.101
4699,88932,C06,2024-03,experienced,13,150,18,12.0
4700,88953,C06,2024-03,experienced,23,319,31,9.718
4701,88956,C06,2024-03,experienced,12,161,21,13.043
4702,88962,C06,2024-03,entry,15,189,19,10.053
4703,88971,C06,2024-03,entry,12,152,12,7.895
4704,88974,C06,2024-03,entry,15,197,15,7.614
4705,88976,C06,2024-03,entry,16,199,28,14.07
4706,88987,C06,2024-03,entry,10,119,6,5.042
4707,89011,C06,2024-03,licensed,18,232,19,8.19
4708,89014,C06,2024-03,experienced,14,178,13,7.303
4709,89048,C06,2024-04,entry,14,178,19,10.674
4710,89054,C06,2024-04,licensed,13,152,9,5.921
4711,89055,C06,2024-04,entry,9,133,5,3.759
4712,89058,C06,2024-04,experienced,12,147,5,3.401
4713,89073,C06,2024-04,licensed,17,212,11,5.189
4714,89084,C06,2024-04,licensed,14,173,24,13.873
4715,89101,C06,2024-04,entry,16,196,24,12.245
4716,89105,C06,2024-04,licensed,11,137,13,9.489
4717,89107,C06,2024-04,experienced,13,160,17,10.625
4718,89162,C06,2024-04,entry,9,107,11,10.28
4719,89178,C06,2024-04,entry,7,93,7,7.527
4720,89192,C06,2024-04,entry,16,234,29,12.393
4721,89202,C06,2024-04,licensed,15,187,16,8.556
4722,89206,C06,2024-05,licensed,18,240,32,13.333
4723,89233,C06,2024-05,entry,12,162,15,9.259
4724,89250,C06,2024-05,licensed,21,270,39,14.444
4725,89262,C06,2024-05,entry,11,144,9,6.25
4726,89292,C06,2024-05,entry,16,210,13,6.19
4727,89303,C06,2024-05,licensed,12,148,3,2.027
4728,89311,C06,2024-05,licensed,12,162,13,8.025
4729,89321,C06,2024-05,experienced,15,218,25,11.468
4730,89377,C06,2024-05,licensed,20,251,20,7.968
4731,89397,C06,2024-05,licensed,10,130,9,6.923
4732,89426,C06,2024-06,licensed,16,201,24,11.94
4733,89437,C06,2024-06,entry,18,222,23,10.36
4734,89438,C06,2024-06,entry,13,199,21,10.553
4735,89461,C06,2024-06,licensed,8,102,9,8.824
4736,89486,C06,2024-06,entry,10,121,16,13.223
4737,89498,C06,2024-06,experienced,16,206,28,13.592
4738,89529,C06,2024-06,entry,8,109,10,9.174
4739,89547,C06,2024-06,entry,10,122,6,4.918
4740,89556,C06,2024-06,entry,17,234,29,12.393
4741,89594,C06,2024-06,licensed,11,144,11,7.639
4742,89644,C06,2024-07,experienced,9,106,15,14.151
4743,89661,C06,2024-07,entry,9,126,9,7.143
4744,89695,C06,2024-07,licensed,18,214,25,11.682
4745,89740,C06,2024-07,licensed,16,223,15,6.726
4746,89745,C06,2024-07,entry,11,145,20,13.793
4747,89761,C06,2024-07,experienced,16,203,14,6.897
4748,89787,C06,2024-07,licensed,12,164,17,10.366
4749,89797,C06,2024-08,experienced,17,221,30,13.575
4750,89811,C06,2024-08,licensed,17,232,30,12.931
4751,89843,C06,2024-08,experienced,16,202,18,8.911
4752,89845,C06,2024-08,licensed,9,128,8,6.25
4753,89856,C06,2024-08,licensed,12,159,12,7.547
4754,89858,C06,2024-08,licensed,16,200,14,7.0
4755,89869,C06,2024-08,licensed,14,186,24,12.903
