center_id,month,ats,openings,applications_received,apps_per_opening,applications_reviewed,recruiter_minutes_per_application,days_to_fill,local_unemployment_rate,wage_index,recruiter_hourly_rate,grader_hourly_rate,sourcing_cost_per_opening,training_cost_per_hire,ramp_productivity_loss_per_hire,vacancy_cost_per_day,separation_cost_per_exit,claims_per_adjuster_6mo,cost_per_reopened_claim
C09,2022-01,legacy,25,3607,144.3,221,6.45,24.2,4.4,1.035,54.18,49.44,642.28,4038.87,5925.9,172.08,2044.59,600,316.96
C09,2022-02,legacy,22,2929,133.1,262,6.99,24.2,4.62,1.038,57.16,49.73,674.75,4274.45,5247.21,187.28,2236.76,600,282.9
C09,2022-03,legacy,17,2540,149.4,133,6.22,17.3,4.22,1.041,56.67,49.14,653.64,4146.21,5262.79,167.95,2217.5,600,310.73
C09,2022-04,legacy,17,2482,146.0,157,6.37,18.4,4.83,1.044,57.21,49.96,609.77,4431.97,5701.53,183.74,2187.47,600,254.74
C09,2022-05,legacy,24,3757,156.5,286,5.94,20.8,5.07,1.047,55.58,49.43,602.84,4282.79,5216.05,175.41,1941.99,600,303.34
C09,2022-06,legacy,19,2971,156.4,183,5.95,21.5,4.3,1.05,56.76,48.95,584.68,4410.2,5862.04,206.46,2148.16,600,300.3
C09,2022-07,legacy,21,3530,168.1,212,5.53,27.9,4.0,1.052,56.13,49.45,756.16,4690.05,5480.05,211.71,2094.31,600,258.56
C09,2022-08,legacy,23,3417,148.6,254,6.26,27.3,4.62,1.055,57.75,49.28,600.23,4534.14,5951.12,172.94,2277.15,600,340.51
C09,2022-09,legacy,16,2513,157.1,175,5.92,27.1,4.53,1.058,57.19,52.57,615.99,3794.11,5428.42,169.44,2571.11,600,285.76
C09,2022-10,legacy,23,3357,146.0,227,6.37,19.0,4.62,1.061,57.46,50.68,639.6,4529.09,6381.09,203.11,2189.23,600,306.05
C09,2022-11,legacy,25,3661,146.4,209,6.35,19.0,4.56,1.064,56.77,51.38,664.26,4440.05,4988.8,193.21,2337.25,600,313.84
C09,2022-12,legacy,18,2959,164.4,186,5.66,24.2,4.53,1.067,55.76,48.71,635.78,4602.88,6144.15,201.06,2188.67,600,289.09
C09,2023-01,legacy,17,2526,148.6,160,6.26,19.4,4.45,1.07,57.83,49.63,589.76,3921.47,5904.47,236.58,2243.77,600,285.55
C09,2023-02,legacy,30,4488,149.6,326,6.17,22.6,4.3,1.073,58.03,50.02,717.82,4784.55,5870.86,174.07,2235.95,600,320.8
C09,2023-03,legacy,23,3409,148.2,271,6.18,24.7,4.66,1.076,56.66,51.92,792.26,4504.29,5162.63,178.26,2408.32,600,253.7
C09,2023-04,legacy,26,4041,155.4,235,5.84,24.1,4.03,1.079,58.28,48.86,645.78,4816.81,5900.53,169.78,2500.32,600,305.74
C09,2023-05,legacy,23,3659,159.1,309,5.64,25.0,4.63,1.082,58.22,49.91,702.61,4022.96,6145.92,199.71,2325.51,600,324.6
C09,2023-06,legacy,22,3377,153.5,291,5.78,25.6,4.38,1.085,61.26,49.81,600.48,3997.72,5258.35,175.06,2155.67,600,315.57
C09,2023-07,legacy,23,3346,145.5,247,6.02,25.0,4.25,1.088,59.76,51.23,744.26,4238.31,6056.29,187.68,2756.12,600,259.99
C09,2023-08,legacy,22,3532,160.5,193,5.38,23.2,3.89,1.09,59.3,50.99,580.76,4480.54,5259.13,191.74,2109.5,600,307.96
C09,2023-09,legacy,13,1963,151.0,132,5.64,27.7,4.6,1.093,58.61,52.88,644.19,4643.51,5969.93,179.43,2141.18,600,299.66
C09,2023-10,legacy,13,2039,156.8,114,5.34,28.0,4.1,1.096,60.29,51.45,675.93,4722.9,5556.82,187.95,2225.22,600,268.67
C09,2023-11,legacy,24,3936,164.0,208,5.02,25.9,4.28,1.099,59.41,50.1,674.57,4534.88,6681.76,199.04,2353.56,600,320.16
C09,2023-12,legacy,18,2989,166.1,200,4.87,28.4,4.35,1.102,60.91,51.99,662.04,5215.82,5842.67,182.54,2321.95,600,356.49
C09,2024-01,legacy,27,3876,143.6,282,5.53,23.5,4.08,1.105,58.23,52.88,748.93,4695.58,5797.21,193.49,2483.24,600,336.07
C09,2024-02,legacy,25,4625,185.0,231,4.21,26.7,4.07,1.108,59.71,52.46,616.92,4626.95,5691.07,201.25,2219.69,600,281.68
C09,2024-03,legacy,19,3361,176.9,212,4.32,33.7,4.14,1.111,60.03,51.85,724.3,4908.09,6127.65,211.41,2449.9,600,324.83
C09,2024-04,legacy,27,5165,191.3,331,3.92,26.1,4.04,1.114,61.63,52.59,557.13,4281.74,5505.1,204.28,2277.33,600,325.62
C09,2024-05,legacy,24,4798,199.9,244,3.68,26.6,4.07,1.117,62.34,51.99,681.85,4895.26,6109.77,192.92,2114.78,600,308.14
C09,2024-06,legacy,14,2289,163.5,146,4.42,20.9,4.04,1.12,60.9,53.09,723.03,4797.33,5946.91,203.34,2316.02,600,343.2
C09,2024-07,legacy,13,2191,168.5,117,4.21,27.5,3.87,1.122,64.9,53.82,587.21,5198.98,5621.08,201.48,2185.02,600,368.07
C09,2024-08,legacy,17,3031,178.3,173,3.92,30.1,3.82,1.125,62.16,54.72,731.8,4668.46,5692.79,202.8,2283.28,600,334.98
C09,2024-09,legacy,20,3742,187.1,296,3.68,27.1,3.9,1.128,62.67,53.44,637.47,4702.57,6088.24,159.88,2110.41,600,290.15
C09,2024-10,legacy,20,3447,172.4,216,3.94,26.7,3.74,1.131,64.26,51.88,658.87,5065.33,6073.57,199.33,2453.07,600,305.6
C09,2024-11,legacy,23,4032,175.3,240,3.83,27.5,4.03,1.134,61.04,53.14,654.31,4395.4,5596.72,221.52,2272.16,600,293.61
C09,2024-12,legacy,17,3257,191.6,197,3.46,22.0,4.13,1.137,61.63,53.54,658.88,5315.52,5644.0,191.17,2342.36,600,304.5
C09,2025-01,legacy,14,2391,170.8,141,3.84,24.1,3.95,1.14,60.58,54.16,706.03,4479.85,6169.37,189.93,2412.63,600,323.54
C09,2025-02,legacy,29,5313,183.2,330,3.55,28.7,4.19,1.143,59.87,54.48,676.91,4940.72,6395.63,219.48,2498.21,600,263.28
C09,2025-03,legacy,22,4262,193.7,244,3.33,28.7,3.71,1.146,61.25,54.11,736.24,5318.51,6192.4,173.22,2442.39,600,341.44
C09,2025-04,legacy,28,5012,179.0,269,3.58,30.3,3.97,1.149,61.33,54.08,689.39,5070.85,5757.84,171.9,2529.3,600,310.22
C09,2025-05,legacy,26,4968,191.1,310,3.33,28.6,3.7,1.152,64.77,54.19,751.27,4719.85,6417.31,191.57,2374.16,600,314.0
C09,2025-06,legacy,22,3989,181.3,206,3.5,27.4,3.68,1.155,62.71,54.74,765.1,5000.09,6496.41,229.0,2392.73,600,331.14
C09,2025-07,legacy,26,4320,166.2,253,3.8,24.4,3.58,1.158,63.67,55.59,608.57,4976.51,6148.75,183.97,2230.55,600,319.7
C09,2025-08,legacy,22,3898,177.2,266,3.55,34.9,3.85,1.16,63.48,52.63,574.47,5076.57,5975.48,190.49,2449.07,600,302.16
C09,2025-09,legacy,22,3984,181.1,279,3.46,30.3,3.94,1.163,61.32,54.97,830.19,4802.32,7275.25,164.81,2484.64,600,344.8
C09,2025-10,legacy,15,2697,179.8,181,3.47,29.7,3.68,1.166,61.36,55.18,598.78,4819.91,6098.04,200.02,2296.52,600,307.82
C09,2025-11,legacy,23,4229,183.9,240,3.39,31.0,3.64,1.169,61.96,55.56,624.11,4626.23,5884.61,223.16,2324.47,600,286.85
C09,2025-12,legacy,19,3575,188.2,199,3.3,30.1,3.91,1.172,61.81,55.55,754.25,4772.52,6164.79,233.75,2496.27,600,345.86
C10,2021-01,legacy,18,2737,152.1,172,6.12,25.9,3.58,1.0,57.21,49.69,729.38,4053.52,5451.27,190.11,1921.56,577,306.29
C10,2021-02,legacy,16,2416,151.0,198,6.16,26.2,4.0,1.003,55.52,46.95,540.63,4659.47,5953.14,183.83,2231.45,577,344.64
C10,2021-03,legacy,18,2619,145.5,144,6.39,20.4,3.66,1.006,56.79,46.99,584.07,4230.74,5363.56,198.25,2162.91,577,303.65
C10,2021-04,legacy,20,2947,147.4,256,6.31,23.6,4.08,1.009,56.91,48.59,642.9,4555.1,6047.12,164.46,1945.53,577,323.96
C10,2021-05,legacy,23,3356,145.9,252,6.37,27.2,4.1,1.012,55.88,48.76,659.69,4729.86,5400.8,194.34,2058.7,577,312.65
C10,2021-06,legacy,30,4320,144.0,252,6.46,17.2,3.62,1.015,55.31,48.93,667.9,4223.66,5784.63,161.55,2146.63,577,368.04
C10,2021-07,legacy,21,3404,162.1,149,5.74,21.3,4.22,1.018,57.06,51.37,671.38,4319.44,5294.58,190.92,2290.39,577,334.99
C10,2021-08,legacy,27,3590,133.0,191,6.99,20.5,3.8,1.02,55.93,48.64,690.27,4701.61,5560.09,186.58,2152.88,577,355.81
C10,2021-09,legacy,19,2873,151.2,203,6.15,23.2,3.8,1.023,57.88,47.93,607.65,4490.72,5674.98,173.77,2164.37,577,335.9
C10,2021-10,legacy,18,2430,135.0,184,6.89,22.5,3.98,1.026,57.56,51.32,592.82,4293.8,5733.77,194.37,2358.85,577,327.46
C10,2021-11,legacy,27,3880,143.7,226,6.47,22.7,3.83,1.029,60.23,51.18,540.09,4235.35,5359.7,174.08,1996.85,577,300.24
C10,2021-12,legacy,25,3908,156.3,239,5.95,23.0,4.1,1.032,56.09,50.69,601.67,4552.79,5684.71,172.82,2425.73,577,310.0
C10,2022-01,legacy,28,4098,146.4,240,6.35,18.7,3.68,1.035,60.21,50.11,600.63,4242.16,5580.04,192.17,1942.7,577,295.06
C10,2022-02,legacy,19,3078,162.0,218,5.74,23.5,3.72,1.038,57.1,50.09,588.5,4746.03,5229.91,181.5,2281.71,577,350.94
C10,2022-03,legacy,25,3513,140.5,217,6.62,27.1,3.55,1.041,59.04,49.84,598.24,4495.42,5957.37,173.8,1991.21,577,334.06
C10,2022-04,legacy,35,5114,146.1,345,6.36,21.5,3.37,1.044,57.22,50.04,683.79,4065.86,5030.82,190.99,2032.59,577,330.6
C10,2022-05,legacy,18,2576,143.1,175,6.5,17.4,3.6,1.047,57.23,51.46,642.26,4022.96,5993.91,157.44,2194.94,577,361.3
C10,2022-06,legacy,11,1636,148.7,112,6.25,23.6,3.33,1.05,57.91,50.04,681.11,4916.96,5729.25,172.68,2231.4,577,260.65
C10,2022-07,legacy,18,2625,145.8,174,6.38,19.0,3.41,1.052,59.26,51.97,679.04,4569.89,6017.84,167.17,2400.53,577,280.85
C10,2022-08,legacy,25,3630,145.2,259,6.4,22.7,3.74,1.055,61.35,51.71,625.4,4193.98,5592.46,200.1,2309.9,577,324.15
C10,2022-09,legacy,14,2090,149.3,175,6.23,21.6,3.9,1.058,60.19,53.03,701.88,4448.01,5977.4,201.01,2330.91,577,328.37
C10,2022-10,legacy,14,2222,158.7,153,5.86,23.0,3.75,1.061,59.57,51.57,765.46,4440.33,6017.79,208.58,2321.7,577,342.95
C10,2022-11,legacy,16,2396,149.8,153,6.21,21.8,3.73,1.064,58.91,51.81,673.27,4378.28,5746.15,189.52,2173.32,577,331.64
C10,2022-12,legacy,24,3572,148.8,191,6.25,23.1,3.51,1.067,56.95,52.66,671.7,4234.73,5958.81,185.67,2201.55,577,317.99
C10,2023-01,legacy,28,4079,145.7,251,6.38,29.9,3.54,1.07,58.11,51.36,719.08,4790.18,6000.7,189.95,2339.26,577,317.24
C10,2023-02,legacy,17,2426,142.7,160,6.47,21.8,3.68,1.073,61.83,52.39,711.36,4382.46,6330.98,194.18,2230.49,577,318.51
C10,2023-03,legacy,26,3568,137.2,267,6.67,20.8,3.45,1.076,60.74,53.37,625.59,4790.16,6288.51,209.59,2424.58,577,336.94
C10,2023-04,legacy,29,4100,141.4,260,6.42,17.0,3.23,1.079,59.15,52.28,789.5,4510.21,6201.78,191.2,2393.84,577,334.18
C10,2023-05,legacy,19,2886,151.9,209,5.91,23.0,3.38,1.082,60.68,53.53,715.7,4610.63,6049.77,199.06,2084.32,577,328.92
C10,2023-06,legacy,26,3537,136.0,249,6.52,21.4,3.71,1.085,60.32,53.8,580.8,4247.91,5893.37,178.38,2358.14,577,279.75
C10,2023-07,legacy,17,2721,160.1,204,5.47,19.7,3.27,1.088,61.48,54.08,681.65,4436.98,5666.02,204.42,2485.04,577,313.96
C10,2023-08,legacy,25,3782,151.3,269,5.71,20.6,2.85,1.09,62.45,52.73,630.17,4575.61,5415.3,184.31,2056.93,577,348.06
C10,2023-09,legacy,17,2515,147.9,110,5.75,29.2,3.21,1.093,60.15,54.03,669.66,4837.47,6083.5,211.27,2242.4,577,318.53
C10,2023-10,legacy,30,4588,152.9,237,5.47,25.6,3.28,1.096,62.45,53.04,664.89,4293.7,6202.72,195.3,2456.8,577,299.57
C10,2023-11,legacy,20,3321,166.0,249,4.96,23.5,3.43,1.099,60.44,53.24,780.33,4856.44,5904.68,188.55,2240.84,577,279.05
C10,2023-12,legacy,24,3956,164.8,276,4.9,21.7,3.59,1.102,59.83,50.37,872.81,4539.16,5346.2,207.41,2410.47,577,266.29
C10,2024-01,legacy,28,4633,165.5,294,4.79,24.8,3.18,1.105,61.81,52.79,710.34,5325.94,5711.8,209.28,2426.3,577,320.92
C10,2024-02,legacy,23,4209,183.0,228,4.25,27.7,3.07,1.108,63.09,54.93,644.94,5163.17,6503.1,217.12,2486.51,577,342.76
C10,2024-03,new,17,3711,218.3,155,3.5,28.4,2.73,1.111,58.89,52.42,559.15,4566.19,6250.22,188.59,2001.59,577,334.57
C10,2024-04,new,25,4473,178.9,322,4.19,26.6,3.56,1.114,62.7,53.92,715.99,4662.67,6810.26,210.3,2439.71,577,330.8
C10,2024-05,new,21,4361,207.7,218,3.54,28.3,2.25,1.117,62.3,54.24,626.33,5447.41,5942.79,205.37,2499.34,577,331.48
C10,2024-06,new,20,3826,191.3,216,3.78,26.8,2.8,1.12,60.01,54.2,702.74,5166.98,6374.82,223.26,2518.57,577,299.79
C10,2024-07,new,16,2997,187.3,187,3.79,28.3,3.2,1.122,64.51,54.32,719.27,4674.78,6442.34,205.02,2669.5,577,335.91
C10,2024-08,new,22,4401,200.0,230,3.49,29.8,3.0,1.125,64.94,54.54,847.78,4147.79,5946.0,192.76,2364.28,577,275.81
C10,2024-09,new,28,6229,222.5,394,3.1,30.0,2.92,1.128,65.04,55.52,784.46,4432.61,6876.46,218.96,2494.13,577,363.09
C10,2024-10,new,19,3949,207.8,205,3.27,32.5,2.99,1.131,63.06,55.0,689.57,5254.64,6246.02,199.45,2322.79,577,347.98
C10,2024-11,new,28,5824,208.0,304,3.23,27.0,3.27,1.134,66.31,55.02,737.19,5054.49,6086.56,235.68,2626.17,577,324.88
C10,2024-12,new,23,5412,235.3,370,2.82,30.3,3.04,1.137,63.98,55.81,630.76,4916.06,6062.02,236.94,2407.89,577,297.46
C10,2025-01,new,24,5396,224.8,320,2.92,25.1,3.1,1.14,65.04,56.4,710.36,5165.23,6230.78,200.05,2447.73,577,308.38
C10,2025-02,new,26,5684,218.6,344,2.98,28.9,2.9,1.143,64.31,56.01,724.38,5009.4,6213.56,201.55,2501.56,577,282.41
C10,2025-03,new,18,4441,246.7,236,2.62,37.5,2.66,1.146,65.7,55.44,732.67,4931.03,6954.41,187.27,2539.76,577,342.25
C10,2025-04,new,22,5040,229.1,266,2.8,32.7,2.98,1.149,65.83,57.9,719.46,4865.13,5982.11,219.32,2256.56,577,327.29
C10,2025-05,new,26,5564,214.0,368,2.98,27.4,2.83,1.152,62.9,55.78,672.64,5206.31,6476.71,228.32,2567.03,577,307.4
C10,2025-06,new,22,4627,210.3,278,3.01,29.4,2.83,1.155,62.88,54.47,704.92,4804.15,6873.84,211.87,2534.98,577,322.33
C10,2025-07,new,16,3516,219.8,147,2.87,27.8,2.6,1.158,66.15,58.21,942.31,5282.82,5738.81,196.44,2533.85,577,310.83
C10,2025-08,new,21,4798,228.5,307,2.75,29.8,2.72,1.16,66.04,56.03,776.97,5142.85,6173.88,236.09,2360.69,577,301.38
C10,2025-09,new,22,5280,240.0,289,2.61,31.2,2.44,1.163,65.8,57.32,710.73,4583.98,6632.66,239.55,2271.03,577,287.34
C10,2025-10,new,19,4544,239.2,242,2.61,33.7,2.41,1.166,66.94,58.3,774.09,5467.14,6477.51,208.76,2294.12,577,336.9
C10,2025-11,new,18,4128,229.3,246,2.72,35.2,3.04,1.169,62.98,56.9,708.28,5283.75,6443.91,207.81,2118.96,577,277.15
C10,2025-12,new,15,3188,212.5,166,2.92,20.6,2.79,1.172,63.32,55.7,678.44,5169.67,6576.69,203.48,2557.03,577,311.39
C11,2021-01,legacy,41,6508,158.7,520,5.86,17.7,4.97,1.0,64.24,57.71,752.7,5752.38,5692.32,217.11,2606.57,555,315.18
C11,2021-02,legacy,25,3773,150.9,253,6.16,22.1,5.02,1.003,65.13,56.09,670.8,5136.85,6575.36,221.27,2432.56,555,328.15
C11,2021-03,legacy,32,4495,140.5,362,6.62,26.7,5.43,1.006,63.6,56.27,702.45,4966.41,6130.92,218.69,2306.5,555,334.71
C11,2021-04,legacy,31,4316,139.2,265,6.68,20.4,5.1,1.009,65.79,56.38,772.44,4581.24,5982.67,217.78,2386.79,555,391.89
C11,2021-05,legacy,30,4560,152.0,322,6.12,24.0,5.3,1.012,65.05,57.06,761.91,5340.42,6591.2,198.6,2445.64,555,343.02
C11,2021-06,legacy,43,6584,153.1,405,6.07,22.8,5.35,1.015,66.76,57.89,889.95,5337.5,6115.45,217.76,2206.09,555,325.15
C11,2021-07,legacy,40,6299,157.5,369,5.91,18.5,5.59,1.018,66.37,57.52,606.93,4779.54,6324.47,219.23,2324.81,555,371.01
C11,2021-08,legacy,31,4317,139.3,333,6.68,24.6,4.93,1.02,66.5,56.7,730.01,5222.9,6346.75,244.49,2457.26,555,339.67
C11,2021-09,legacy,30,5048,168.3,306,5.53,24.6,5.24,1.023,62.74,56.54,761.83,5228.07,6159.23,231.8,2486.59,555,322.17
C11,2021-10,legacy,33,4431,134.3,320,6.93,25.3,5.32,1.026,66.13,56.64,883.58,4705.81,6654.57,198.5,2288.15,555,324.87
C11,2021-11,legacy,36,5381,149.5,383,6.22,20.9,5.41,1.029,67.65,57.52,734.85,5119.57,6173.48,213.76,2659.34,555,356.81
C11,2021-12,legacy,34,5524,162.5,358,5.72,24.4,5.22,1.032,63.75,60.23,764.37,5310.45,7091.4,230.4,2338.02,555,355.83
C11,2022-01,new,35,5584,159.5,365,5.83,21.1,4.82,1.035,65.74,57.98,716.96,5157.3,6709.17,220.49,2288.52,555,350.44
C11,2022-02,new,31,4382,141.4,304,6.58,21.4,5.05,1.038,67.72,56.28,670.83,5617.89,6635.44,227.18,2542.26,555,382.3
C11,2022-03,new,27,4196,155.4,278,5.98,19.0,4.8,1.041,67.52,59.56,823.47,5147.47,7298.07,201.35,2395.37,555,375.47
C11,2022-04,new,34,5485,161.3,367,5.76,22.1,4.84,1.044,67.96,60.45,712.71,4973.99,6447.22,219.18,2596.43,555,371.81
C11,2022-05,new,34,5323,156.6,342,5.94,24.0,4.79,1.047,67.97,59.77,726.86,4699.15,6647.68,222.2,2547.41,555,379.79
C11,2022-06,new,30,4232,141.1,248,6.59,18.5,5.1,1.05,67.34,60.94,852.38,5138.11,6955.77,213.13,2586.3,555,364.04
C11,2022-07,new,28,4636,165.6,284,5.62,26.3,4.87,1.052,66.17,59.49,845.08,4939.71,6583.61,204.79,2614.37,555,294.85
C11,2022-08,new,46,6239,135.6,401,6.86,20.7,4.95,1.055,66.02,59.01,679.1,4996.37,6857.6,254.34,2658.19,555,368.61
C11,2022-09,new,29,4351,150.0,265,6.2,23.5,4.85,1.058,70.59,59.16,842.37,4978.52,6867.01,228.11,2571.23,555,380.5
C11,2022-10,new,42,5889,140.2,480,6.63,21.1,5.4,1.061,66.57,60.29,902.73,5220.74,6503.63,208.87,2777.75,555,377.2
C11,2022-11,new,40,5830,145.8,438,6.38,20.5,5.27,1.064,67.7,61.68,763.77,5478.51,6953.15,225.4,2604.68,555,362.04
C11,2022-12,new,36,5277,146.6,355,6.34,21.1,4.77,1.067,68.7,59.28,891.36,5328.28,6462.54,248.21,2734.2,555,379.98
C11,2023-01,new,28,4314,154.1,204,6.04,20.3,4.6,1.13,73.85,62.91,766.2,5775.03,7523.05,213.3,2591.1,555,374.06
C11,2023-02,new,33,4621,140.0,250,6.59,14.1,4.46,1.133,71.58,62.59,931.53,5648.7,7743.99,279.52,2428.73,555,318.46
C11,2023-03,new,31,4808,155.1,308,5.9,22.0,4.84,1.136,75.96,62.52,862.74,5469.27,7176.43,230.58,2686.48,555,404.64
C11,2023-04,new,37,6210,167.8,499,5.41,26.3,4.68,1.139,72.71,64.55,752.47,5776.9,7298.53,250.38,2798.31,555,353.36
C11,2023-05,new,44,6964,158.3,500,5.67,23.1,4.52,1.142,74.08,64.78,769.79,5629.6,7758.08,224.49,2596.04,555,383.34
C11,2023-06,new,31,5130,165.5,297,5.36,21.5,4.99,1.145,72.28,65.48,1042.72,5114.91,7144.54,235.38,2666.14,555,298.8
C11,2023-07,new,36,6021,167.2,384,5.24,22.9,4.61,1.148,72.96,65.42,765.07,6275.11,8184.54,226.02,2650.64,555,315.87
C11,2023-08,new,29,4603,158.7,337,5.44,20.2,4.72,1.15,73.41,64.44,1114.65,6050.89,7053.22,227.59,2698.28,555,340.58
C11,2023-09,new,31,5132,165.5,411,5.14,23.7,4.62,1.153,75.47,65.1,738.6,5714.09,6709.8,234.96,2713.55,555,374.97
C11,2023-10,new,39,6757,173.3,357,4.83,25.1,4.56,1.156,73.17,64.05,816.93,5394.38,7972.44,273.29,2927.48,555,374.32
C11,2023-11,new,25,4538,181.5,360,4.53,23.4,4.69,1.159,73.71,66.33,897.2,5816.13,7356.23,250.84,2471.58,555,362.67
C11,2023-12,new,32,6515,203.6,387,3.97,26.4,4.33,1.162,78.2,65.7,743.18,5250.05,7543.06,249.28,2509.57,555,351.6
C11,2024-01,new,34,6898,202.9,406,3.91,28.3,4.42,1.165,79.22,64.82,894.73,6215.51,6809.82,227.54,2752.37,555,343.51
C11,2024-02,new,35,6382,182.3,413,4.27,32.5,4.65,1.168,77.11,65.66,841.43,4976.32,7627.17,209.29,3321.51,555,391.89
C11,2024-03,new,36,6708,186.3,450,4.1,22.7,4.59,1.171,74.83,67.97,1084.81,5532.89,7919.46,255.62,3231.85,555,391.41
C11,2024-04,new,32,5864,183.2,391,4.09,29.0,4.54,1.174,73.49,63.79,838.27,5991.95,7558.28,247.05,3007.76,555,402.34
C11,2024-05,new,42,7241,172.4,491,4.27,23.7,4.37,1.177,74.94,67.24,826.89,6329.8,6469.12,246.72,2846.73,555,350.11
C11,2024-06,new,40,8729,218.2,495,3.31,24.7,4.55,1.18,74.13,65.27,887.44,5776.53,8138.63,242.89,3210.38,555,331.95
C11,2024-07,new,40,8454,211.4,442,3.36,35.4,4.67,1.182,77.27,66.0,1072.9,6070.55,7399.8,265.14,2864.92,555,376.88
C11,2024-08,new,41,7562,184.4,585,3.79,26.3,4.45,1.185,75.87,68.38,784.94,6054.17,7897.95,227.79,3013.84,555,300.72
C11,2024-09,new,39,8202,210.3,355,3.27,26.8,4.43,1.188,78.44,66.63,968.77,6457.32,7557.52,278.47,3137.79,555,374.09
C11,2024-10,new,33,8089,245.1,371,2.77,24.0,4.12,1.191,79.77,67.27,997.7,6361.82,7574.09,254.34,2577.57,555,328.3
C11,2024-11,new,31,6855,221.1,350,3.03,29.7,4.98,1.194,78.51,67.28,974.97,5959.43,7853.08,218.05,2884.18,555,411.72
C11,2024-12,new,33,7370,223.3,387,2.97,33.4,4.23,1.197,78.59,65.74,806.13,6111.28,7756.76,262.28,2673.78,555,405.92
C11,2025-01,new,32,7073,221.0,398,2.97,27.4,4.5,1.2,76.74,68.65,1109.21,5330.23,7262.28,261.76,2979.93,555,387.35
C11,2025-02,new,29,6085,209.8,295,3.1,29.3,4.1,1.203,79.89,66.98,827.43,5186.45,7617.12,235.64,3538.57,555,358.45
C11,2025-03,new,27,5561,206.0,276,3.13,27.9,3.96,1.206,75.48,69.23,870.47,6198.79,7861.29,250.18,3142.7,555,356.43
C11,2025-04,new,31,6552,211.4,309,3.03,29.9,4.0,1.209,76.46,65.59,806.65,5945.05,8328.31,265.92,2734.79,555,374.29
C11,2025-05,new,37,8335,225.3,523,2.83,29.6,4.28,1.212,77.58,67.95,895.18,6049.08,7828.46,270.94,3085.16,555,352.87
C11,2025-06,new,35,7732,220.9,403,2.87,35.3,4.2,1.215,78.67,67.55,847.34,6228.98,8196.08,242.3,3168.96,555,401.17
C11,2025-07,new,31,7273,234.6,485,2.69,30.6,3.95,1.218,76.58,69.89,989.85,5275.19,7576.98,247.32,3363.14,555,284.87
C11,2025-08,new,39,9788,251.0,517,2.5,32.7,4.29,1.22,76.16,68.22,782.58,6413.61,7438.39,250.48,3129.93,555,343.06
C11,2025-09,new,41,9613,234.5,494,2.67,27.0,4.28,1.223,77.69,67.95,861.95,5987.58,7563.43,276.22,2783.67,555,400.6
C11,2025-10,new,42,10017,238.5,440,2.62,24.3,4.24,1.226,79.9,70.0,889.31,5401.1,7294.61,273.46,2848.77,555,352.79
C11,2025-11,new,28,6224,222.3,354,2.8,35.1,4.42,1.229,80.87,68.39,995.15,6252.27,7196.34,209.93,3387.94,555,375.89
C11,2025-12,new,43,9041,210.3,447,2.96,27.5,4.19,1.232,79.88,68.32,1023.9,6243.61,7906.48,262.52,3066.05,555,321.0
C12,2021-01,legacy,20,3413,170.6,285,5.45,23.1,3.38,1.0,57.51,50.52,614.63,4210.33,6035.56,178.89,2204.53,676,289.56
C12,2021-02,legacy,19,2972,156.4,178,5.95,15.3,3.66,1.003,56.37,50.48,608.23,4194.95,5752.17,180.03,2397.73,676,346.63
C12,2021-03,legacy,29,4664,160.8,304,5.78,24.1,3.74,1.006,55.95,50.11,731.13,4999.42,5717.93,175.56,2521.92,676,329.18
C12,2021-04,legacy,25,3657,146.3,196,6.36,23.7,4.04,1.009,59.76,50.38,591.71,4740.7,5648.55,189.52,2149.95,676,303.85
C12,2021-05,legacy,23,3106,135.0,189,6.89,22.3,3.32,1.012,58.47,50.71,563.36,4047.45,5147.33,187.89,2477.91,676,315.03
C12,2021-06,legacy,23,3730,162.2,223,5.73,27.7,4.19,1.015,57.76,49.81,652.89,4209.33,5848.99,197.31,2039.92,676,271.11
C12,2021-07,legacy,25,3283,131.3,254,7.08,21.6,3.86,1.018,56.19,51.58,594.4,4526.81,5458.51,180.26,2443.88,676,343.8
C12,2021-08,legacy,23,3408,148.2,264,6.28,26.4,4.05,1.02,57.72,50.53,667.25,4450.9,5468.3,191.19,2133.16,676,308.87
C12,2021-09,legacy,17,2463,144.9,210,6.42,23.9,4.0,1.023,60.71,50.22,562.89,4795.35,5306.92,174.86,2246.98,676,322.05
C12,2021-10,legacy,17,2579,151.7,158,6.13,22.8,3.65,1.026,58.96,51.38,594.92,4882.41,5899.82,206.17,2020.11,676,298.06
C12,2021-11,legacy,16,2516,157.2,149,5.91,19.9,3.73,1.029,56.53,51.84,673.74,4526.15,5896.41,207.68,2031.39,676,284.68
C12,2021-12,legacy,26,4091,157.3,291,5.91,19.6,4.04,1.032,58.53,50.99,659.57,4588.07,5532.8,203.25,2515.54,676,271.51
C12,2022-01,legacy,21,2767,131.8,168,7.06,22.4,3.32,1.035,58.88,49.19,650.01,4575.08,6038.8,192.62,2099.53,676,317.78
C12,2022-02,legacy,18,2862,159.0,204,5.85,29.8,3.81,1.038,57.18,51.15,784.63,4588.65,5685.72,200.3,2312.77,676,299.84
C12,2022-03,legacy,22,2933,133.3,183,6.98,23.2,3.93,1.041,59.04,51.29,678.07,4379.54,5786.63,202.53,2060.87,676,273.41
